starttime	seconds	ctime	dtime	ttime	wait
Wed Jan 01 19:44:37 2014	1388605477	1	2	2	2
Wed Jan 01 19:44:37 2014	1388605477	0	2	2	2
Wed Jan 01 19:44:37 2014	1388605477	0	2	2	2
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	1
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	1
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	2	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	2	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	1
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	1
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	1	2	3	2
Wed Jan 01 19:44:38 2014	1388605478	1	2	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	0	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	3	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:39 2014	1388605479	1	3	4	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	0	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	0	3	4	3
Wed Jan 01 19:44:38 2014	1388605478	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	0	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:39 2014	1388605479	1	3	4	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	2
Wed Jan 01 19:44:37 2014	1388605477	0	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:39 2014	1388605479	1	3	4	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	0	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	0	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	2	2	4	2
Wed Jan 01 19:44:37 2014	1388605477	2	2	4	2
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	4	3
Wed Jan 01 19:44:38 2014	1388605478	1	4	4	3
Wed Jan 01 19:44:39 2014	1388605479	1	4	4	4
Wed Jan 01 19:44:37 2014	1388605477	1	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	4	3
Wed Jan 01 19:44:37 2014	1388605477	2	2	4	2
Wed Jan 01 19:44:37 2014	1388605477	2	2	4	2
Wed Jan 01 19:44:37 2014	1388605477	2	3	4	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	2
Wed Jan 01 19:44:37 2014	1388605477	0	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	4	5	2
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	2
Wed Jan 01 19:44:38 2014	1388605478	3	2	5	2
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	2	5	2
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	4
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	2
Wed Jan 01 19:44:37 2014	1388605477	0	4	5	4
Wed Jan 01 19:44:39 2014	1388605479	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	4
Wed Jan 01 19:44:39 2014	1388605479	2	3	5	3
Wed Jan 01 19:44:39 2014	1388605479	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	4
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	4
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	3	2	5	2
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	3	2	5	2
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	4
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	3
Wed Jan 01 19:44:38 2014	1388605478	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	3	2	5	2
Wed Jan 01 19:44:37 2014	1388605477	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:38 2014	1388605478	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	5	4
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	1	4	5	4
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	4
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	3	2	5	2
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:37 2014	1388605477	0	5	5	5
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	5	4
Wed Jan 01 19:44:37 2014	1388605477	2	3	5	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	2	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	5
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	5
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	2	6	2
Wed Jan 01 19:44:38 2014	1388605478	1	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	1	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	3
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	2
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	3
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	2
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	2
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	2
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	3	3	6	3
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	1	5	6	5
Wed Jan 01 19:44:37 2014	1388605477	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	1	5	6	3
Wed Jan 01 19:44:37 2014	1388605477	4	3	6	2
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:38 2014	1388605478	1	6	6	5
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	3	3	6	3
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	1	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	3	4	6	3
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:38 2014	1388605478	1	6	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	1	6	6	5
Wed Jan 01 19:44:37 2014	1388605477	4	2	6	2
Wed Jan 01 19:44:38 2014	1388605478	1	6	6	6
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	3	4	6	3
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	5
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:37 2014	1388605477	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	6	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	6	4
Wed Jan 01 19:44:39 2014	1388605479	2	4	6	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	6	6
Wed Jan 01 19:44:37 2014	1388605477	1	6	6	5
Wed Jan 01 19:44:37 2014	1388605477	3	4	6	3
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	3	4	7	3
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	3
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	3	3	7	3
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	3	4	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	3
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	3
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	4	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	6
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	6
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	5	2	7	2
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:38 2014	1388605478	3	4	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:39 2014	1388605479	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:37 2014	1388605477	5	2	7	2
Wed Jan 01 19:44:37 2014	1388605477	0	6	7	6
Wed Jan 01 19:44:37 2014	1388605477	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	5	2	7	2
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	4
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	5
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	5
Wed Jan 01 19:44:37 2014	1388605477	1	6	7	6
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	5
Wed Jan 01 19:44:38 2014	1388605478	2	5	7	5
Wed Jan 01 19:44:39 2014	1388605479	2	4	7	4
